Program Time [s],data 0,data 1,data 2
42.9978,121,-201,529
43.0673,184,-199,527
43.1367,283,-184,512
43.206,377,-181,469
43.2754,441,-145,430
43.3448,468,-135,406
43.4142,503,-114,365
43.4836,532,-109,307
43.553,560,-103,225
43.6224,566,-99,131
43.6918,551,-123,45
43.7612,509,-152,-57
43.8308,453,-189,-135
43.9,352,-217,-240
43.9695,248,-239,-313
44.0392,120,-295,-358
44.1082,91,-351,-340
44.1776,-88,-398,-332
44.247,-146,-397,-326
44.3165,-234,-346,-339
44.3859,-285,-231,-376
44.4553,-338,-196,-358
44.5247,-409,-185,-295
44.5941,-434,-238,-226
44.6636,-464,-247,-144
44.7329,-484,-224,-88
44.8024,-485,-222,-78
44.8719,-486,-225,-4
44.9412,-476,-238,37
45.0107,-455,-247,108
45.0803,-426,-256,174
45.1497,-384,-245,250
45.2195,-334,-253,306
45.2885,-239,-285,370
45.3579,-133,-319,418
45.4272,47,-331,466
45.4966,156,-336,467
45.566,294,-355,408
45.6354,361,-408,282
45.7048,377,-434,127
45.7742,336,-442,-17
45.8436,228,-430,-169
45.913,40,-442,-252
45.9825,-150,-480,-197
46.0522,-244,-498,-30
46.1216,-259,-482,69
46.191,-278,-467,85
46.2604,-356,-386,106
46.33,-432,-226,143
46.3996,-441,-60,194
46.469,-358,46,303
46.5385,-358,23,306
46.6078,-278,-167,374
46.6772,-75,-373,391
46.7467,190,-465,320
46.816,377,-403,257
46.8854,500,-259,224
46.9548,551,-84,207
47.0241,540,58,203
47.0935,494,181,238
47.1629,390,308,265
47.2324,271,371,307
47.3018,109,433,263
47.3716,-71,460,123
47.4406,-100,406,-149
47.51,-53,304,-280
47.5794,-60,188,-360
47.6488,-124,154,-376
47.7182,-175,133,-379
47.7876,-205,74,-395
47.857,-226,-54,-411
47.9265,-207,-219,-394
47.9959,-207,-364,-318
48.0653,-231,-442,-225
48.1351,-254,-481,-129
48.2046,-274,-490,-45
48.2739,-297,-477,-10
48.3434,-304,-465,53
48.4128,-343,-423,81
48.4821,-377,-376,108
48.5516,-399,-350,103
48.6209,-447,-237,129
48.6904,-492,-35,96
48.7598,-449,129,128
48.8291,-382,224,172
48.8986,-346,279,165
48.968,-315,306,177
49.0374,-271,343,185
49.1068,-288,339,166
49.1761,-411,212,124
49.2456,-484,-44,121
49.3151,-424,-264,161
49.3844,-316,-424,147
49.4538,-212,-511,117
49.5232,-133,-550,85
49.5926,-75,-566,35
49.662,48,-565,-14
49.7315,208,-514,-36
49.8008,420,-358,36
49.8702,507,-45,1
49.9396,329,335,-1
50.009,147,447,165
50.0786,115,443,211
50.1479,109,422,268
50.2172,77,425,258
50.2867,153,421,243
50.3562,151,441,171
50.4254,101,453,108
50.4948,17,461,120
50.5643,-72,451,106
50.6336,-204,410,70
50.703,-298,356,52
50.7723,-352,305,70
50.8417,-391,239,120
50.9112,-400,182,175
50.9805,-403,114,216
51.0499,-345,16,329
51.1193,-281,-68,390
51.1886,-217,-101,434
51.258,-195,-104,446
51.3274,-155,-84,469
51.3968,-66,-44,507
51.4662,-19,-22,521
51.5357,83,53,531
51.605,95,102,521
51.6744,75,143,508
51.7438,13,204,474
51.8131,-135,284,362
51.8826,-243,326,229
51.9519,-309,323,130
52.0214,-404,244,28
52.0907,-490,61,-7
52.1601,-502,-123,-59
52.2301,-448,-287,-78
52.2992,-351,-415,-66
52.3684,-218,-513,-22
52.4378,-109,-555,2
52.5071,-37,-562,-18
52.5766,35,-565,-4
52.646,77,-565,9
52.7155,75,-558,-16
52.7848,-25,-558,-48
52.8542,-161,-535,-31
52.9236,-292,-471,22
52.993,-417,-321,80
53.0624,-485,-133,94
53.1319,-486,-25,110
53.2012,-449,61,182
53.271,-460,47,170
53.34,-496,-20,110
53.4094,-513,-135,2
53.4795,-509,-175,-12
53.5485,-505,-185,9
53.6179,-495,-223,5
53.6876,-475,-269,18
53.7566,-445,-332,1
53.826,-427,-358,12
53.8954,-400,-391,13
53.9648,-342,-430,97
54.0342,-261,-479,120
54.1036,-173,-511,175
54.173,-107,-515,231
54.2424,-52,-513,268
54.3119,-12,-522,271
54.3812,24,-528,270
54.4506,56,-544,235
54.5203,93,-561,189
54.5894,138,-566,147
54.6588,236,-546,68
54.7282,346,-474,-13
54.7976,414,-411,-17
54.8671,388,-355,-134
54.9366,338,-360,-191
55.0059,238,-380,-263
55.0753,133,-391,-312
55.1447,91,-410,-317
55.2141,61,-408,-328
55.284,11,-423,-328
55.3534,-2,-416,-339
55.4228,-27,-394,-360
55.4921,-39,-388,-364
55.5616,-59,-389,-367
55.6314,-76,-396,-365
55.7004,-137,-437,-336
55.7698,-203,-431,-349
55.8392,-325,-261,-423
55.9087,-382,-128,-429
55.978,-470,-74,-352
56.0475,-542,-153,-203
56.1169,-535,-221,-169
56.1866,-543,-113,-218
56.256,-514,-103,-289
