Program Time [s],data 0,data 1,data 2
72.0426,-469,-285,77
72.1213,-465,-302,61
72.2004,-465,-308,50
72.2793,-460,-317,38
72.3583,-461,-321,25
72.4373,-460,-324,18
72.5166,-457,-325,16
72.5953,-448,-334,0
72.6743,-447,-337,-7
72.7533,-461,-327,-7
72.8323,-462,-323,-15
72.9113,-458,-324,-21
72.9904,-458,-318,-24
73.0693,-458,-317,-28
73.1483,-467,-314,-30
73.2273,-464,-310,-33
73.3064,-467,-302,-36
73.3853,-463,-306,-39
73.4643,-463,-303,-43
73.5433,-464,-298,-45
73.6223,-464,-297,-49
73.7013,-456,-299,-60
73.7803,-459,-292,-62
73.8596,-465,-281,-67
73.9386,-464,-272,-76
74.0173,-464,-265,-81
74.0963,-463,-256,-89
74.1754,-462,-244,-98
74.2543,-461,-238,-101
74.3334,-462,-230,-106
74.4123,-456,-232,-108
74.4914,-456,-230,-108
74.5703,-458,-230,-108
74.6493,-455,-231,-109
74.7284,-455,-230,-110
74.8079,-454,-226,-110
74.8864,-456,-227,-110
74.9653,-461,-223,-106
75.0443,-465,-223,-103
75.1234,-464,-221,-104
75.2024,-468,-219,-103
75.2813,-467,-215,-104
75.3603,-466,-206,-108
75.4394,-495,-182,-93
75.5184,-493,-175,-97
75.5973,-492,-170,-98
75.6766,-492,-158,-103
75.7554,-493,-150,-104
75.8344,-486,-146,-108
75.9133,-473,-151,-109
75.9923,-475,-132,-112
76.0714,-480,-125,-112
76.1504,-483,-120,-112
76.2293,-482,-118,-113
76.3084,-482,-103,-113
76.3874,-488,-92,-115
76.4663,-490,-85,-115
76.5453,-487,-72,-117
76.6244,-488,-73,-117
76.7034,-488,-71,-118
76.7824,-488,-67,-119
76.8613,-488,-51,-120
76.9404,-473,-40,-125
77.0194,-454,-15,-144
77.0983,-455,15,-139
77.1773,-460,48,-130
77.2565,-462,71,-116
77.3358,-473,104,-104
77.4148,-476,130,-93
77.4933,-475,150,-79
77.5724,-470,161,-64
77.6514,-470,176,-46
77.7303,-474,187,-33
77.8093,-473,190,-19
77.8883,-485,202,16
77.9678,-484,195,32
78.0463,-485,198,39
78.1253,-484,194,43
78.2042,-489,196,47
78.2836,-487,192,48
78.3623,-486,191,48
78.4412,-486,191,46
78.5203,-486,188,47
78.5993,-485,186,47
78.6781,-486,184,56
78.757,-493,189,60
78.8365,-494,187,63
78.9148,-486,180,60
78.9937,-488,187,59
79.0726,-487,187,60
79.1521,-487,187,57
79.2304,-485,185,60
79.3093,-486,186,63
79.3886,-487,187,58
79.4678,-489,152,30
79.5462,-485,148,33
79.6253,-494,155,40
79.7043,-493,152,47
79.7834,-490,157,50
79.8619,-484,158,51
79.9408,-490,167,54
80.0198,-484,167,56
80.0991,-481,163,58
80.1776,-482,164,57
80.2565,-483,164,55
80.3354,-484,172,60
80.4143,-473,165,58
80.4933,-473,162,57
80.5723,-485,176,56
80.6516,-484,177,54
80.7303,-481,175,50
80.8093,-481,173,57
80.8883,-489,172,65
80.9671,-487,162,78
81.046,-485,147,97
81.1248,-489,124,118
81.2042,-485,90,135
81.2828,-485,66,141
81.3616,-488,47,148
81.4405,-487,14,155
81.5195,-486,-20,157
81.5984,-486,-56,158
81.6773,-482,-97,157
81.7563,-482,-117,153
81.8353,-484,-119,153
81.9143,-479,-112,154
81.9933,-482,-96,157
82.0723,-489,-73,158
82.1513,-481,-56,159
82.2303,-484,-27,159
82.3093,-485,3,156
82.3886,-488,40,151
82.4674,-488,85,138
82.5464,-486,118,123
82.6253,-486,147,105
82.7043,-487,171,82
82.7831,-485,177,72
82.8619,-485,183,61
82.9408,-486,189,42
83.0201,-487,195,23
83.0987,-485,197,13
83.1776,-483,192,6
83.2565,-486,195,-4
83.3354,-485,190,-15
83.4143,-480,181,-31
83.4933,-478,177,-38
83.5723,-477,165,-46
83.6513,-475,159,-52
83.7303,-480,158,-58
83.8093,-479,152,-65
83.8883,-478,151,-66
83.9673,-475,146,-69
84.0463,-472,139,-71
84.1253,-475,135,-76
84.2043,-474,131,-77
84.2833,-475,132,-79
84.3623,-475,134,-77
84.4413,-474,138,-73
84.5205,-476,146,-69
84.5993,-473,144,-70
84.6783,-473,142,-70
84.7573,-473,142,-70
84.8363,-472,142,-70
84.9152,-470,124,-82
84.9942,-465,80,-103
85.0732,-460,29,-117
85.1522,-461,-24,-126
85.2312,-459,-71,-128
85.3102,-456,-113,-127
85.3892,-458,-172,-116
85.4683,-460,-217,-101
85.5472,-461,-245,-86
85.6264,-463,-268,-69
85.7052,-463,-295,-42
85.7842,-467,-308,-7
85.8632,-473,-306,36
85.9423,-479,-279,75
86.0212,-486,-246,102
86.1004,-483,-219,124
86.1792,-482,-179,147
86.2583,-474,-165,156
86.3372,-472,-149,164
86.4162,-473,-140,165
86.4952,-477,-141,150
86.5742,-487,-126,147
86.6532,-493,-113,147
86.7322,-491,-107,148
86.8112,-496,-87,150
86.8902,-500,-72,146
86.9692,-504,-67,147
87.0482,-492,-58,145
87.1272,-492,-51,143
87.2066,-487,-51,160
87.2852,-497,-35,166
87.3642,-488,-42,169
87.4432,-487,-36,170
87.5222,-506,-12,166
87.6012,-492,-11,165
87.6802,-499,4,155
87.7594,-488,2,151
87.8383,-499,24,148
87.9172,-498,45,145
87.9962,-497,77,138
88.0752,-499,110,128
88.1542,-499,138,114
88.2332,-497,166,97
88.312,-500,192,78
88.391,-498,204,55
88.4699,-494,211,31
88.5488,-494,219,5
88.6277,-494,213,-30
88.7067,-498,188,-64
88.7856,-498,161,-82
88.8645,-495,138,-89
88.9434,-486,124,-90
89.0224,-484,123,-89
89.1013,-486,127,-87
89.1803,-498,140,-84
89.2596,-496,138,-80
89.3383,-496,139,-78
89.4173,-495,145,-76
89.4963,-495,148,-74
89.5753,-496,149,-73
89.6543,-494,148,-72
89.7333,-499,155,-71
89.8123,-500,157,-70
89.8913,-500,157,-71
89.9703,-499,156,-69
90.0493,-496,158,-67
90.1283,-502,164,-63
90.2073,-504,169,-55
90.2863,-508,183,-41
