x0000,y0000,x0001,y0001,x0002,y0002
611,-123,611,-530,611,80,
612,-125,612,-549,612,28,
613,-130,613,-560,613,-52,
614,-128,614,-559,614,-107,
615,-129,615,-558,615,-107,
616,-128,616,-556,616,-107,
617,-129,617,-557,617,-109,
618,-128,618,-557,618,-107,
619,-130,619,-557,619,-108,
620,-128,620,-557,620,-108,
621,-129,621,-558,621,-109,
622,-129,622,-556,622,-110,
623,-130,623,-557,623,-110,
624,-130,624,-557,624,-111,
625,-129,625,-557,625,-110,
626,-128,626,-557,626,-109,
627,-129,627,-557,627,-110,
628,-130,628,-557,628,-111,
629,-129,629,-557,629,-111,
630,-130,630,-557,630,-112,
631,-129,631,-556,631,-111,
632,-129,632,-557,632,-111,
633,-128,633,-556,633,-111,
634,-129,634,-556,634,-112,
635,-131,635,-558,635,-112,
636,-129,636,-556,636,-112,
637,-129,637,-555,637,-113,
638,-129,638,-556,638,-112,
639,-130,639,-556,639,-113,
640,-130,640,-556,640,-113,
641,-129,641,-556,641,-113,
642,-130,642,-556,642,-113,
643,-128,643,-556,643,-113,
644,-130,644,-556,644,-114,
645,-129,645,-555,645,-114,
646,-130,646,-556,646,-115,
647,-129,647,-556,647,-115,
648,-130,648,-554,648,-115,
649,-129,649,-556,649,-114,
650,-129,650,-555,650,-117,
651,-129,651,-555,651,-115,
652,-131,652,-556,652,-115,
653,-130,653,-555,653,-116,
654,-129,654,-556,654,-116,
655,-129,655,-555,655,-117,
656,-129,656,-556,656,-117,
657,-131,657,-555,657,-116,
658,-130,658,-555,658,-117,
659,-130,659,-555,659,-118,
660,-128,660,-555,660,-117,
661,-130,661,-555,661,-118,
662,-129,662,-555,662,-118,
663,-129,663,-555,663,-119,
664,-129,664,-555,664,-119,
665,-129,665,-555,665,-119,
666,-129,666,-555,666,-119,
667,-130,667,-555,667,-118,
668,-130,668,-556,668,-118,
669,-129,669,-555,669,-120,
670,-130,670,-554,670,-120,
671,-129,671,-553,671,-119,
672,-129,672,-554,672,-119,
673,-129,673,-555,673,-120,
674,-129,674,-555,674,-119,
675,-130,675,-555,675,-121,
676,-129,676,-555,676,-119,
677,-129,677,-554,677,-120,
678,-129,678,-554,678,-120,
679,-131,679,-554,679,-120,
680,-130,680,-554,680,-122,
681,-130,681,-555,681,-120,
682,-129,682,-555,682,-122,
683,-130,683,-555,683,-120,
684,-129,684,-555,684,-121,
685,-130,685,-556,685,-122,
686,-129,686,-554,686,-121,
687,-129,687,-554,687,-122,
688,-130,688,-555,688,-122,
689,-129,689,-554,689,-121,
690,-130,690,-554,690,-121,
691,-130,691,-554,691,-122,
692,-129,692,-554,692,-122,
693,-130,693,-554,693,-122,
694,-130,694,-554,694,-122,
695,-129,695,-555,695,-122,
696,-129,696,-554,696,-122,
697,-129,697,-555,697,-122,
698,-129,698,-554,698,-122,
699,-130,699,-554,699,-123,
700,-129,700,-555,700,-123,
701,-129,701,-555,701,-123,
702,-130,702,-554,702,-123,
703,-128,703,-555,703,-123,
704,-130,704,-554,704,-123,
705,-130,705,-555,705,-123,
706,-129,706,-554,706,-123,
707,-129,707,-554,707,-123,
708,-129,708,-554,708,-123,
709,-128,709,-554,709,-124,
710,-130,710,-555,710,-123,
711,-129,711,-555,711,-124,
712,-130,712,-554,712,-124,
713,-129,713,-555,713,-124,
714,-130,714,-554,714,-124,
715,-129,715,-554,715,-124,
716,-131,716,-554,716,-124,
717,-130,717,-555,717,-124,
718,-129,718,-554,718,-124,
719,-129,719,-554,719,-125,
720,-129,720,-554,720,-124,
721,-129,721,-555,721,-125,
722,-130,722,-555,722,-124,
723,-130,723,-555,723,-125,
724,-129,724,-554,724,-124,
725,-128,725,-554,725,-125,
726,-131,726,-555,726,-125,
727,-129,727,-554,727,-124,
728,-130,728,-554,728,-125,
729,-130,729,-554,729,-125,
730,-129,730,-555,730,-125,
731,-129,731,-555,731,-126,
732,-129,732,-553,732,-125,
733,-129,733,-554,733,-125,
734,-131,734,-554,734,-126,
735,-130,735,-554,735,-125,
736,-128,736,-554,736,-125,
737,-130,737,-554,737,-125,
738,-128,738,-554,738,-126,
739,-131,739,-555,739,-126,
740,-129,740,-554,740,-125,
741,-129,741,-553,741,-125,
742,-129,742,-554,742,-126,
743,-129,743,-553,743,-125,
744,-130,744,-554,744,-126,
745,-130,745,-553,745,-126,
746,-130,746,-554,746,-126,
747,-129,747,-554,747,-126,
748,-130,748,-555,748,-126,
749,-130,749,-554,749,-127,
750,-130,750,-554,750,-126,
751,-130,751,-555,751,-126,
752,-129,752,-553,752,-127,
753,-129,753,-554,753,-125,
754,-130,754,-554,754,-127,
755,-130,755,-555,755,-126,
756,-129,756,-554,756,-126,
757,-129,757,-554,757,-126,
758,-129,758,-554,758,-127,
759,-130,759,-553,759,-126,
760,-129,760,-554,760,-126,
761,-129,761,-554,761,-127,
762,-129,762,-556,762,-127,
763,-129,763,-554,763,-129,
764,-130,764,-553,764,-128,
765,-130,765,-553,765,-127,
766,-130,766,-554,766,-128,
767,-129,767,-554,767,-127,
768,-130,768,-554,768,-129,
769,-129,769,-553,769,-127,
770,-129,770,-554,770,-128,
771,-130,771,-553,771,-128,
772,-130,772,-554,772,-127,
773,-130,773,-554,773,-128,
774,-129,774,-554,774,-127,
775,-129,775,-553,775,-128,
776,-129,776,-553,776,-129,
777,-130,777,-554,777,-130,
778,-130,778,-555,778,-129,
779,-129,779,-553,779,-129,
780,-129,780,-554,780,-129,
781,-128,781,-553,781,-130,
782,-130,782,-554,782,-129,
783,-129,783,-554,783,-129,
784,-130,784,-554,784,-129,
785,-130,785,-553,785,-130,
786,-129,786,-553,786,-129,
787,-130,787,-552,787,-129,
788,-130,788,-553,788,-128,
789,-129,789,-553,789,-129,
790,-130,790,-554,790,-129,
791,-130,791,-553,791,-130,
792,-130,792,-553,792,-129,
793,-130,793,-554,793,-129,
794,-129,794,-554,794,-129,
795,-130,795,-554,795,-129,
796,-129,796,-554,796,-130,
797,-130,797,-552,797,-129,
798,-130,798,-553,798,-129,
799,-130,799,-553,799,-129,
800,-130,800,-553,800,-130,
801,-129,801,-554,801,-129,
802,-128,802,-554,802,-130,
803,-130,803,-553,803,-130,
804,-129,804,-554,804,-130,
805,-129,805,-553,805,-130,
806,-130,806,-554,806,-131,
807,-131,807,-553,807,-130,
808,-130,808,-555,808,-130,
809,-129,809,-552,809,-130,
810,-130,810,-554,810,-130,
811,-129,811,-554,811,-131,
812,-130,812,-553,812,-130,
813,-130,813,-553,813,-131,
814,-129,814,-553,814,-132,
815,-130,815,-554,815,-130,
816,-128,816,-553,816,-130,
817,-130,817,-553,817,-131,
818,-130,818,-553,818,-130,
819,-130,819,-554,819,-131,
820,-129,820,-553,820,-131,
821,-130,821,-553,821,-131,
822,-130,822,-553,822,-131,
823,-129,823,-552,823,-131,
824,-129,824,-552,824,-131,
825,-130,825,-552,825,-132,
826,-130,826,-553,826,-133,
827,-129,827,-552,827,-132,
828,-129,828,-552,828,-133,
829,-129,829,-553,829,-132,
830,-130,830,-554,830,-132,
831,-131,831,-553,831,-132,
832,-130,832,-554,832,-133,
833,-129,833,-554,833,-133,
834,-129,834,-552,834,-132,
835,-130,835,-553,835,-132,
836,-130,836,-553,836,-132,
837,-130,837,-555,837,-133,
838,-130,838,-553,838,-133,
839,-130,839,-553,839,-132,
840,-130,840,-552,840,-134,
841,-131,841,-553,841,-133,
842,-130,842,-553,842,-133,
843,-131,843,-553,843,-133,
844,-130,844,-552,844,-134,
845,-129,845,-552,845,-133,
846,-130,846,-551,846,-133,
847,-130,847,-553,847,-133,
848,-130,848,-552,848,-134,
849,-130,849,-552,849,-134,
850,-130,850,-553,850,-134,
851,-128,851,-552,851,-135,
852,-130,852,-552,852,-134,
853,-130,853,-552,853,-135,
854,-130,854,-552,854,-134,
855,-129,855,-552,855,-135,
856,-129,856,-552,856,-135,
857,-130,857,-552,857,-135,
858,-129,858,-552,858,-136,
859,-129,859,-552,859,-135,
860,-129,860,-552,860,-135,
861,-129,861,-552,861,-134,
862,-129,862,-552,862,-136,
863,-129,863,-552,863,-136,
864,-130,864,-552,864,-136,
865,-130,865,-553,865,-135,
866,-129,866,-552,866,-136,
867,-130,867,-552,867,-136,
868,-130,868,-552,868,-136,
869,-130,869,-552,869,-137,
870,-129,870,-553,870,-136,
871,-129,871,-552,871,-136,
872,-130,872,-551,872,-136,
873,-130,873,-551,873,-136,
874,-129,874,-552,874,-137,
875,-130,875,-551,875,-137,
876,-130,876,-552,876,-137,
877,-129,877,-552,877,-137,
878,-130,878,-551,878,-138,
879,-130,879,-551,879,-137,
880,-130,880,-551,880,-137,
881,-130,881,-551,881,-138,
882,-130,882,-552,882,-137,
883,-131,883,-551,883,-137,
884,-131,884,-550,884,-137,
885,-130,885,-551,885,-138,
886,-130,886,-552,886,-138,
887,-129,887,-552,887,-137,
888,-130,888,-551,888,-137,
889,-129,889,-551,889,-138,
890,-131,890,-551,890,-138,
891,-130,891,-552,891,-138,
892,-130,892,-551,892,-138,
893,-129,893,-552,893,-138,
894,-129,894,-550,894,-138,
895,-131,895,-551,895,-139,
896,-130,896,-551,896,-138,
897,-130,897,-550,897,-138,
898,-129,898,-551,898,-138,
899,-131,899,-550,899,-139,
900,-130,900,-550,900,-138,
901,-130,901,-551,901,-139,
902,-131,902,-551,902,-139,
903,-130,903,-550,903,-138,
904,-130,904,-551,904,-139,
905,-129,905,-551,905,-138,
906,-129,906,-550,906,-139,
907,-131,907,-550,907,-139,
908,-131,908,-550,908,-139,
909,-130,909,-550,909,-139,
910,-130,910,-551,910,-138,
911,-129,911,-551,911,-140,
912,-130,912,-551,912,-140,
913,-130,913,-550,913,-141,
914,-131,914,-551,914,-140,
915,-131,915,-551,915,-140,
916,-130,916,-551,916,-139,
917,-131,917,-552,917,-140,
918,-131,918,-551,918,-140,
919,-130,919,-550,919,-139,
920,-131,920,-550,920,-140,
921,-130,921,-551,921,-140,
922,-129,922,-550,922,-140,
923,-130,923,-550,923,-140,
924,-131,924,-550,924,-140,
925,-131,925,-550,925,-140,
926,-130,926,-551,926,-141,
927,-131,927,-550,927,-140,
928,-131,928,-550,928,-140,
929,-130,929,-551,929,-140,
930,-130,930,-551,930,-140,
931,-129,931,-551,931,-140,
932,-130,932,-551,932,-141,
933,-131,933,-550,933,-141,
934,-130,934,-550,934,-141,
935,-131,935,-551,935,-140,
936,-130,936,-550,936,-141,
