Program Time [s],data 0,data 1,data 2
34.0728,-519,117,105
34.1518,-519,128,95
34.2309,-518,136,83
34.3098,-519,144,70
34.3892,-522,158,58
34.4678,-522,162,52
34.5468,-520,163,49
34.6258,-515,158,50
34.7054,-518,164,51
34.7838,-523,169,57
34.8628,-522,170,58
34.9418,-521,172,55
35.0211,-518,173,46
35.0998,-522,178,39
35.1788,-523,184,28
35.2578,-519,187,17
35.3368,-519,190,6
35.4158,-520,196,2
35.4948,-516,197,-4
35.5738,-519,192,-22
35.6528,-520,195,-27
35.7319,-521,195,-25
35.8108,-521,194,-25
35.8898,-507,182,-18
35.9689,-507,176,-12
36.048,-524,191,-10
36.1268,-521,187,-1
36.2058,-514,183,2
36.2848,-522,195,2
36.3638,-525,192,0
36.4428,-526,192,3
36.5219,-522,190,-7
36.6009,-520,188,-30
36.6803,-522,189,-47
36.7588,-521,188,-64
36.8378,-521,186,-86
36.9168,-521,177,-110
36.9958,-521,173,-122
37.0748,-520,170,-129
37.1538,-520,164,-142
37.2328,-522,158,-156
37.3126,-522,152,-165
37.3908,-521,146,-172
37.4698,-521,141,-182
37.5489,-524,131,-194
37.6282,-518,112,-207
37.7068,-515,100,-214
37.7858,-522,102,-219
37.8648,-522,97,-220
37.9439,-525,93,-225
38.0228,-525,83,-227
38.1018,-506,83,-258
38.1809,-503,91,-285
38.2599,-497,90,-299
38.3389,-489,78,-315
38.4178,-487,42,-332
38.4968,-487,-4,-337
38.5759,-491,-31,-332
38.6549,-490,-78,-327
38.7338,-492,-90,-325
38.8128,-492,-98,-324
38.8918,-491,-116,-318
38.9708,-487,-136,-314
39.0498,-490,-158,-306
39.1289,-490,-167,-310
39.2079,-490,-170,-307
39.2868,-488,-170,-309
39.3658,-490,-170,-309
39.4448,-491,-174,-308
39.5238,-489,-180,-304
39.6029,-492,-192,-295
39.6818,-490,-199,-292
39.7609,-489,-205,-290
39.8398,-488,-210,-287
39.9189,-487,-218,-282
39.9978,-489,-223,-280
40.0772,-492,-231,-269
40.1562,-492,-252,-249
40.2348,-495,-258,-240
40.3138,-494,-262,-236
40.3929,-495,-263,-235
40.4718,-495,-267,-228
40.5508,-488,-278,-229
40.6298,-493,-271,-228
40.7092,-496,-268,-227
40.7879,-494,-270,-227
40.8669,-496,-276,-218
40.9458,-500,-281,-207
41.0255,-497,-288,-197
41.1038,-498,-291,-192
41.1828,-499,-293,-191
41.2618,-497,-284,-206
41.3412,-495,-280,-214
41.4198,-496,-279,-213
41.4988,-494,-281,-215
41.5778,-495,-282,-213
41.657,-496,-282,-209
41.7358,-496,-288,-201
41.8148,-498,-290,-195
41.8938,-498,-290,-192
41.9729,-496,-293,-189
42.0518,-498,-295,-182
42.1309,-500,-303,-165
42.2098,-500,-305,-152
42.2889,-503,-306,-132
42.3678,-503,-308,-121
42.4469,-505,-308,-115
42.5258,-504,-307,-115
42.6048,-504,-307,-115
42.6838,-506,-310,-105
42.7628,-524,-303,-57
42.8419,-513,-317,-58
42.921,-537,-289,-43
42.9998,-526,-304,-44
43.0788,-527,-304,-45
43.1578,-521,-307,-40
43.2368,-522,-305,-24
43.3158,-529,-291,2
43.3948,-525,-292,15
43.4738,-523,-293,27
43.5528,-521,-288,45
43.6318,-522,-285,50
43.7108,-518,-284,59
43.7898,-516,-280,71
43.8688,-515,-274,84
43.9483,-516,-267,95
44.0274,-514,-261,100
44.1059,-514,-252,111
44.1848,-516,-242,122
44.2638,-515,-238,128
44.3428,-513,-236,130
44.4218,-511,-228,138
44.5008,-514,-208,154
44.5799,-511,-202,158
44.6588,-514,-197,161
44.7378,-512,-203,157
44.8168,-515,-209,151
44.8959,-515,-219,143
44.9748,-515,-237,126
45.0538,-519,-260,94
45.1328,-520,-280,62
45.2118,-523,-295,21
45.2908,-526,-299,-14
45.3698,-527,-300,-47
45.4488,-532,-293,-81
45.5279,-533,-282,-117
45.6068,-535,-267,-144
45.6858,-537,-254,-165
45.765,-537,-244,-178
45.8438,-537,-226,-198
45.9228,-537,-210,-209
46.0018,-541,-171,-231
46.0809,-543,-136,-245
46.1602,-543,-78,-256
46.2389,-543,-18,-254
46.3178,-547,20,-245
46.3969,-546,41,-238
46.4758,-546,57,-230
46.5548,-548,67,-217
46.6338,-552,81,-201
46.7129,-554,105,-176
46.7918,-554,121,-151
46.8708,-556,123,-126
46.9498,-567,95,-112
47.0289,-570,86,-97
47.1078,-569,92,-75
47.1868,-570,93,-61
47.2658,-571,87,-49
47.3455,-568,97,-42
47.4238,-562,113,-33
47.5028,-545,163,-18
47.5819,-544,172,-9
47.6609,-541,179,-10
47.7403,-531,189,24
47.8188,-533,189,29
47.8978,-532,189,37
47.9772,-529,179,62
48.0558,-526,168,87
48.1348,-526,154,107
48.2138,-525,142,123
48.2929,-523,138,128
48.3719,-522,128,139
48.4508,-523,118,147
48.5298,-522,115,150
48.6089,-521,112,153
48.6878,-521,111,155
48.7668,-520,102,158
48.8458,-518,89,171
48.9249,-513,45,193
49.0039,-510,11,201
49.0828,-510,-8,205
49.1618,-509,-38,209
49.2409,-509,-76,207
49.3198,-513,-78,209
49.3988,-512,-62,209
49.4778,-511,-70,207
49.5568,-513,-72,207
49.6358,-514,-83,206
49.7153,-513,-121,198
49.7938,-513,-169,179
49.8729,-513,-194,163
49.9518,-516,-222,139
50.0308,-516,-261,96
50.1098,-518,-275,66
50.1888,-517,-295,22
50.2678,-515,-308,-47
50.3468,-512,-313,-61
50.4258,-511,-314,-73
50.5048,-516,-305,-94
50.5838,-518,-302,-104
50.6628,-517,-297,-114
50.7418,-519,-276,-158
50.8208,-525,-259,-168
50.8998,-528,-248,-176
50.9788,-531,-221,-199
51.0578,-531,-204,-215
51.1369,-534,-185,-223
51.2158,-535,-159,-235
51.2949,-537,-137,-242
51.3738,-541,-99,-242
51.4528,-541,-76,-252
51.5318,-549,-82,-230
51.6109,-544,-77,-242
51.6898,-540,-77,-251
51.7688,-540,-81,-255
51.8478,-537,-81,-255
51.9269,-535,-86,-255
52.0058,-536,-74,-255
52.0848,-540,-29,-250
52.1639,-541,-11,-247
52.2428,-540,13,-241
52.3219,-542,50,-226
52.4008,-541,58,-221
52.4798,-541,68,-217
52.5588,-542,91,-202
52.6378,-541,113,-183
52.7169,-541,128,-165
52.7959,-540,140,-150
52.8748,-539,151,-132
52.9538,-541,162,-109
53.0328,-546,160,-92
53.1119,-545,160,-86
53.1908,-545,162,-67
53.2698,-545,167,-51
53.3489,-547,162,-34
53.4278,-548,158,-19
53.5068,-545,162,-6
53.5858,-548,156,-12
53.6651,-548,160,-15
53.7438,-545,168,-41
53.8231,-545,169,-59
53.9018,-550,147,-102
53.9813,-551,117,-149
54.0606,-553,84,-176
54.1388,-553,54,-204
54.2178,-551,30,-222
54.2968,-549,15,-231
54.3762,-548,7,-234
54.4552,-547,-6,-239
54.5338,-547,-17,-240
54.6128,-548,-19,-241
54.6918,-548,-21,-241
54.7708,-548,-26,-241
54.8498,-547,-28,-242
54.9289,-547,-28,-242
55.0084,-546,-28,-242
55.0868,-548,-31,-242
55.1658,-548,-29,-243
55.2452,-547,-32,-241
55.3238,-545,-33,-242
55.4028,-547,-32,-241
55.4818,-548,-32,-243
55.5608,-548,-32,-241
55.6405,-546,-31,-242
55.7188,-548,-30,-242
55.7978,-547,-32,-242
55.8769,-547,-32,-242
55.9559,-548,-31,-242
56.0348,-548,-31,-242
56.1138,-547,-31,-242
56.1929,-547,-30,-243
56.2719,-548,-30,-242
56.3508,-547,-31,-243
56.4299,-546,-31,-241
56.5093,-547,-31,-242
56.5879,-547,-31,-243
56.6668,-548,-31,-242
56.7459,-546,-31,-242
56.8252,-546,-31,-242
56.9041,-547,-32,-241
56.9828,-548,-31,-241
57.0618,-547,-31,-242
57.1413,-547,-31,-242
57.2199,-548,-30,-242
57.2988,-548,-30,-241
57.3779,-546,-29,-242
57.4571,-546,-29,-242
57.5358,-548,-29,-243
57.6154,-548,-29,-241
57.6939,-546,-29,-242
57.7728,-547,-30,-242
57.8518,-549,-29,-242
57.9308,-547,-28,-242
58.0098,-547,-29,-242
58.0889,-547,-27,-241
58.1678,-546,-22,-245
58.2468,-542,-27,-250
58.3258,-537,-90,-256
58.4049,-535,-157,-241
58.4838,-525,-206,-224
58.5629,-534,-172,-224
58.6419,-535,-139,-236
58.7208,-540,-130,-241
58.7998,-540,-136,-240
58.8788,-539,-135,-240
58.9578,-539,-135,-241
59.0368,-540,-136,-239
59.1158,-539,-135,-239
