x0000,y0000,x0001,y0001,x0002,y0002
466,479.20386,466,161.57526,466,1262.18701,
467,606.07184,467,139.18558,467,806.25696,
468,596.47583,468,-203.91046,468,450.27634,
469,602.41986,469,-726.69989,469,686.29974,
470,245.40984,470,-135.02281,470,1499.25879,
471,-58.85416,471,-181.29417,471,1511.46362,
472,326.42484,472,-184.92397,472,1459.67712,
473,676.24786,473,-239.02519,473,1135.96228,
474,662.71484,474,-576.15491,474,821.58698,
475,396.62784,475,-606.93195,475,1232.26184,
476,479.47583,476,-480.08545,476,1264.69727,
477,640.62183,477,-399.14191,477,1123.74988,
478,707.50983,478,-299.71381,478,1010.61401,
479,701.22583,479,-137.12598,479,1041.29236,
480,480.35583,480,-153.44424,480,1374.58728,
481,183.57983,481,-284.05753,481,1491.36938,
482,301.33585,482,-154.14905,482,1472.51721,
483,432.07083,483,13.20557,483,1384.31262,
484,314.19684,484,141.14432,484,1387.50732,
485,12.31784,485,-19.5999,485,1495.104,
486,-148.86017,486,-164.34012,486,1473.61206,
487,-44.90416,487,-9.34966,487,1472.86023,
488,247.71584,488,87.94215,488,1416.88306,
489,598.00781,489,43.52321,489,1148.95007,
490,735.21881,490,-235.77791,490,823.08191,
491,687.86682,491,-177.30339,491,1096.25098,
492,594.7569,492,9.73672,492,1205.86023,
493,412.01285,493,226.81816,493,1221.18042,
494,17.52984,494,134.54799,494,1428.3457,
495,-191.69716,495,-91.25373,495,1438.9259,
496,196.48283,496,-88.75453,496,1456.99731,
497,608.76392,497,-178.89334,497,1192.66504,
498,559.75586,498,-112.22528,498,1261.87598,
499,-132.93115,499,194.01559,499,1368.58032,
500,-498.25616,500,-167.25012,500,1251.51208,
501,-232.85016,501,-179.67819,501,1426.53235,
502,194.14684,502,-64.47319,502,1451.34705,
503,437.50385,503,-185.02176,503,1350.85229,
504,375.30682,504,-213.66475,504,1394.97485,
505,-287.95016,505,130.75778,505,1333.71521,
506,-640.28119,506,-163.8119,506,972.28485,
507,-432.38916,507,-320.28882,507,1296.6759,
508,177.38286,508,-324.31854,508,1440.20337,
509,417.15283,509,-290.16623,509,1356.50098,
510,167.62485,510,-311.00793,510,1455.61658,
511,-416.33215,511,-30.2534,511,1325.97839,
512,-672.78912,512,-234.22383,512,875.20892,
513,-604.03625,513,-513.58734,513,994.53979,
514,-356.91617,514,-282.08456,514,1369.81934,
515,-130.50816,515,-170.10359,515,1478.69702,
516,-118.93117,516,15.42061,516,1467.05615,
517,-374.48315,517,104.74112,517,1301.65295,
518,-559.27118,518,-150.701,518,1203.14282,
519,-429.82312,519,-229.19746,519,1338.21777,
520,-93.46716,520,-90.52205,520,1486.31958,
521,206.86884,521,-46.94439,521,1477.46692,
522,295.48782,522,-1.7086,522,1443.51904,
523,211.94986,523,95.0218,523,1439.56885,
524,233.61684,524,54.14712,524,1446.60803,
525,357.83487,525,11.55795,525,1401.14563,
526,399.28983,526,-50.47262,526,1388.50024,
527,409.33984,527,82.55989,527,1345.60522,
528,269.53082,528,242.71898,528,1330.0011,
529,-72.34617,529,106.40775,529,1457.43445,
530,-273.55917,530,7.16687,530,1422.96741,
531,-265.99316,531,-114.54079,531,1448.41736,
532,-110.70516,532,-215.62866,532,1490.23889,
533,151.75684,533,-169.62025,533,1499.75195,
534,383.23984,534,-219.54912,534,1424.86926,
535,387.38382,535,-250.11356,535,1421.37891,
536,117.45884,536,-133.97028,536,1509.33252,
537,202.01083,537,-222.28683,537,1478.94336,
538,253.40683,538,-160.16379,538,1453.84802,
539,188.95285,539,-138.67624,539,1464.84631,
540,202.50883,540,-52.59681,540,1464.49072,
541,202.04984,541,89.54079,541,1445.35596,
542,225.66486,542,69.71664,542,1454.84985,
543,279.43884,543,-75.80211,543,1466.11694,
544,551.39886,544,-105.76071,544,1289.8053,
545,667.40381,545,-359.89474,545,1079.33936,
546,415.31085,546,-374.88382,546,1342.66272,
547,71.90984,547,-213.24081,547,1486.19971,
548,194.57384,548,-320.04846,548,1442.21252,
549,422.26083,549,-487.82629,549,1274.91528,
550,489.57184,550,-650.70142,550,1077.875,
551,367.33783,551,-661.42609,551,1182.33765,
552,330.55283,552,-518.33923,552,1310.20837,
553,493.80783,553,-206.76981,553,1337.15271,
554,364.84384,554,-137.02115,554,1436.54053,
555,295.05984,555,-150.7843,555,1465.42981,
556,348.61185,556,-122.28082,556,1437.24414,
557,356.80383,557,-329.19275,557,1391.94897,
558,196.28583,558,-416.53455,558,1408.04138,
559,190.20683,559,-571.71478,559,1333.67603,
560,187.99886,560,-593.90265,560,1321.54797,
561,65.39984,561,-488.79974,561,1403.98669,
562,-36.07716,562,-619.79395,562,1317.57239,
563,201.34586,563,-562.03107,563,1337.1875,
564,523.39581,564,-337.24869,564,1280.62598,
565,599.82581,565,-346.90598,565,1194.3927,
566,381.75983,566,-498.57928,566,1304.66235,
567,-54.22216,567,-527.46844,567,1377.17004,
568,-81.78416,568,-264.43787,568,1465.62134,
569,20.32884,569,-219.67299,569,1481.40723,
570,21.51184,570,-337.56384,570,1459.49988,
571,42.69084,571,-406.22565,571,1442.25171,
572,189.88086,572,-364.41849,572,1444.44983,
573,343.17783,573,-324.72647,573,1411.41418,
574,286.11084,574,-394.88181,574,1412.06653,
575,-2.57016,575,-312.15201,575,1470.96301,
576,6.39784,576,-77.73969,576,1486.18982,
577,178.11684,577,-23.19689,577,1465.69727,
578,95.22283,578,18.63307,578,1471.91296,
579,-9.72916,579,46.33358,579,1480.31287,
580,32.10284,580,112.99626,580,1475.54968,
581,-78.99017,581,-160.59181,581,1518.45605,
582,-306.75415,582,-320.96118,582,1421.99707,
583,-395.63617,583,-209.60435,583,1374.33533,
584,-119.97217,584,114.39601,584,1416.56006,
585,150.53984,585,115.3359,585,1414.32471,
586,178.23683,586,93.53492,586,1424.9187,
587,30.41184,587,121.78017,587,1453.01025,
588,-132.52617,588,70.10955,588,1463.13708,
589,-145.98117,589,-74.16591,589,1489.74426,
590,-160.15016,590,0.4578,590,1469.83362,
591,-169.48917,591,18.65919,591,1465.05847,
592,-135.26216,592,107.60492,592,1446.18091,
593,-7.29616,593,256.87924,593,1363.05237,
594,224.04684,594,143.87082,594,1414.06543,
595,443.49985,595,153.9623,595,1283.60315,
596,474.22183,596,267.74506,596,1034.39319,
597,418.24786,597,305.30579,597,917.77057,
598,531.24884,598,220.9238,598,931.31909,
599,513.66986,599,162.7036,599,1194.45422,
600,196.37585,600,253.13351,600,1352.29785,
601,148.31683,601,333.8981,601,1276.65125,
602,91.00484,602,385.14227,602,1187.93372,
603,-44.31516,603,341.40143,603,1249.41235,
604,-3.15916,604,331.65387,604,1274.95947,
605,101.11983,605,327.87909,605,1284.45056,
606,31.05384,606,309.67575,606,1302.08142,
607,126.28284,607,195.41345,607,1396.01636,
608,346.28482,608,193.09145,608,1318.94812,
609,377.77386,609,230.80956,609,1261.83643,
610,95.31984,610,326.91309,610,1293.54065,
611,-312.89816,611,232.24727,611,1259.02905,
612,-357.94415,612,82.94173,612,1346.87207,
613,-267.01816,613,-87.87954,613,1454.23364,
614,-309.53717,614,-39.05433,614,1425.24805,
615,-149.60516,615,294.17035,615,1300.69824,
616,189.05183,616,272.22177,616,1311.07227,
617,336.15784,617,228.1537,617,1289.70825,
618,117.18784,618,287.06644,618,1344.60254,
619,-319.71817,619,133.35547,619,1353.86499,
620,-385.57617,620,-137.15495,620,1390.3396,
621,-351.76816,621,-39.20501,621,1394.97131,
622,-305.45316,622,166.80782,622,1330.06055,
623,-195.96617,623,246.91695,623,1328.87244,
624,-187.32315,624,209.93552,624,1377.00867,
625,-278.23016,625,255.93359,625,1277.0094,
626,-247.33316,626,229.66362,626,1329.23193,
627,-242.07516,627,193.28406,627,1364.63464,
628,-345.01917,628,9.58649,628,1395.11951,
629,-392.25717,629,-184.58012,629,1392.97668,
630,-302.92715,630,164.73457,630,1347.8894,
631,23.70384,631,356.44025,631,1266.53052,
632,225.71584,632,324.35312,632,1261.99304,
633,157.31383,633,345.19714,633,1276.11023,
634,-238.07416,634,233.55804,634,1336.39539,
635,-481.24316,635,-0.22527,635,1285.98389,
636,-457.63516,636,-47.72134,636,1325.11975,
637,-350.21716,637,-47.53253,637,1412.55725,
638,-286.99817,638,48.64326,638,1421.53149,
639,-183.36116,639,325.4809,639,1255.82349,
640,112.26984,640,362.04559,640,1257.70264,
641,116.87884,641,376.12048,641,1245.18726,
642,-230.25316,642,219.70181,642,1360.33447,
643,-552.36615,643,-188.57506,643,1261.23596,
644,-585.78119,644,-23.68191,644,1151.0929,
645,-355.84915,645,145.1028,645,1327.95935,
646,-170.64417,646,58.64674,646,1469.35889,
647,-141.08617,647,318.34216,647,1285.9491,
648,12.08584,648,348.01642,648,1282.50781,
649,-53.27216,649,322.02402,649,1322.48633,
650,-280.73917,650,-9.15833,650,1451.5022,
651,-458.51617,651,-334.37354,651,1334.27698,
652,-428.26218,652,1.6429,652,1340.31042,
653,-36.88816,653,356.81818,653,1266.10071,
654,178.50984,654,358.76218,654,1242.62073,
655,-62.32416,655,339.19452,655,1291.33411,
656,-357.01117,656,115.73341,656,1351.93872,
657,-421.26816,657,-348.86505,657,1363.40942,
658,-482.32718,658,-325.02646,658,1315.19141,
659,-315.22916,659,310.6156,659,1156.96082,
660,46.91984,660,424.9791,660,1100.17236,
661,-99.06416,661,401.2739,661,1145.9104,
662,-416.82217,662,-53.47649,662,1375.72668,
663,-434.31317,663,-582.79346,663,1237.38062,
664,-521.85315,664,-297.7572,664,1279.75635,
665,-246.55617,665,293.54086,665,1263.0697,
666,40.71684,666,388.4931,666,1195.72607,
667,-142.04517,667,313.22675,667,1286.55725,
668,-422.56818,668,-104.44204,668,1374.81909,
669,-426.10916,669,-576.95258,669,1243.36829,
670,-495.87015,670,-367.375,670,1289.96045,
671,-178.02316,671,340.4585,671,1233.37622,
672,102.16784,672,357.8186,672,1256.48523,
673,-130.09315,673,207.20222,673,1401.33826,
674,-393.70117,674,-343.4447,674,1375.80884,
675,-353.40515,675,-664.01062,675,1222.95361,
676,-422.83514,676,-411.1514,676,1328.36792,
677,-312.54617,677,183.84874,677,1333.2074,
678,-170.01315,678,341.17542,678,1231.12427,
679,-339.66718,679,149.38297,679,1329.99353,
680,-359.91016,680,-383.30157,680,1383.39795,
681,-249.44017,681,-636.79626,681,1301.51416,
682,-453.94516,682,-435.90024,682,1292.75806,
683,-493.58817,683,41.46417,683,1251.14124,
684,-342.60117,684,276.26929,684,1181.20789,
685,-403.14816,685,207.51778,685,1202.39172,
686,-432.70016,686,-147.27867,686,1363.28894,
687,-299.47015,687,-540.396,687,1340.87524,
688,-365.84018,688,-589.28326,688,1265.77002,
689,-527.78015,689,-198.9559,689,1271.59033,
690,-316.95816,690,283.18988,690,1197.41016,
691,-328.38217,691,252.10013,691,1214.9856,
692,-502.44916,692,-137.82022,692,1289.46814,
693,-455.35614,693,-428.02921,693,1280.12549,
694,-483.41516,694,-221.83257,694,1300.51257,
695,-464.59515,695,60.30725,695,1245.29639,
696,-512.53015,696,-118.58942,696,1258.10791,
697,-447.53217,697,-452.70938,697,1265.07764,
698,-363.18216,698,-474.27487,698,1316.35498,
699,-421.51315,699,-217.54858,699,1349.42676,
700,-488.14017,700,-69.97232,700,1275.47534,
701,-502.03915,701,-360.48431,701,1251.07617,
702,-377.49417,702,-443.95081,702,1317.19409,
703,-357.65515,703,-281.96216,703,1379.63464,
704,-430.99112,704,-90.01279,704,1329.24829,
705,-504.29718,705,-280.28174,705,1261.61169,
706,-385.28314,706,-511.18686,706,1275.03052,
707,-317.73816,707,-365.38733,707,1379.2782,
708,-371.05817,708,-310.8721,708,1362.67786,
709,-465.93417,709,-288.97537,709,1295.94043,
710,-471.14517,710,-316.37225,710,1283.50317,
711,-395.29718,711,-182.61772,711,1356.53503,
712,-293.31717,712,-99.80755,712,1413.11316,
713,-237.19316,713,-384.98175,713,1402.96179,
714,-210.60616,714,-691.97363,714,1232.23865,
715,-332.37616,715,-429.479,715,1345.76331,
716,-253.68016,716,-43.36992,716,1436.05969,
717,-186.81816,717,208.78946,717,1358.48718,
718,-277.84512,718,253.19374,718,1253.76782,
719,-507.61618,719,-43.47356,719,1234.7019,
720,-177.93016,720,-709.83838,720,1241.27368,
721,119.12584,721,-871.93292,721,1064.65796,
722,-231.59917,722,-532.4176,722,1350.95422,
723,-329.97513,723,80.50104,723,1371.92908,
724,-164.34416,724,361.72772,724,1185.46985,
725,-261.00116,725,328.1813,725,1150.60522,
726,-497.49417,726,0.38824,726,1246.1156,
727,-136.22815,727,-661.61743,727,1300.41919,
728,109.38683,728,-933.80457,728,953.26361,
729,-324.52118,729,-612.36145,729,1257.5166,
730,-451.48917,730,63.48318,730,1281.87158,
731,-458.80917,731,216.37137,731,1053.71765,
732,-642.81415,732,-78.25057,732,1010.66571,
733,-532.66418,733,-509.38403,733,1166.823,
734,-196.86617,734,-883.58405,734,1026.13306,
735,-327.43713,735,-826.35834,735,1027.90906,
736,-436.55017,736,-205.21121,736,1356.25928,
737,-184.16817,737,278.57394,737,1324.95679,
738,-146.88417,738,354.49713,738,1230.96619,
739,-538.87415,739,67.64503,739,1153.19604,
740,-654.56415,740,-509.44604,740,920.82544,
741,-590.08008,741,-621.35687,741,962.31769,
742,-563.63116,742,-313.17639,742,1225.70239,
743,-401.79117,743,162.29822,743,1277.1626,
744,-335.09216,744,306.71121,744,1131.43518,
745,-517.15619,745,148.39584,745,1081.6228,
746,-578.37317,746,-349.93298,746,1194.95996,
747,-267.70514,747,-839.82062,747,1067.13074,
748,-258.54315,748,-955.55927,748,640.59875,
749,-638.13916,749,-606.08923,749,797.99969,
750,-671.21118,750,-183.20061,750,1017.48224,
751,-532.81317,751,-23.85957,751,1240.96899,
752,-476.30118,752,66.4623,752,1261.57605,
753,-583.80316,753,-120.84469,753,1199.39612,
754,-636.88214,754,-89.2359,754,1076.50977,
755,-557.10919,755,16.35139,755,1175.21375,
756,-495.75217,756,39.77682,756,1245.50403,
757,-473.64517,757,156.28374,757,1160.0343,
758,-393.30917,758,275.05038,758,1026.68616,
759,-346.45816,759,313.75888,759,1014.18829,
760,-129.63615,760,289.98767,760,1328.1239,
761,93.09684,761,311.22134,761,1318.93127,
762,-73.59616,762,224.62825,762,1367.4718,
763,-244.13817,763,179.06366,763,1323.14526,
764,-159.95216,764,314.07779,764,1186.86377,
765,69.38383,765,390.35144,765,1027.9989,
766,328.00284,766,269.16626,766,676.04395,
767,258.79684,767,-400.89566,767,203.8893,
768,-140.05315,768,-971.1861,768,832.55652,
769,-540.47418,769,-647.70197,769,997.38531,
770,-522.03418,770,-705.75134,770,920.13849,
771,-313.82217,771,-422.60147,771,1361.17383,
772,-100.75317,772,-376.66016,772,1446.53479,
773,40.80284,773,-280.58176,773,1477.02734,
774,167.05084,774,-152.1232,774,1472.83459,
775,212.57283,775,76.22157,775,1421.09473,
776,136.05984,776,140.64969,776,1407.89124,
777,-53.43416,777,130.58664,777,1416.90845,
778,-139.29216,778,54.22922,778,1433.73132,
779,3.40784,779,2.46722,779,1470.25708,
780,150.01884,780,-27.58489,780,1470.85205,
781,262.10184,781,-95.67472,781,1455.09912,
782,385.94284,782,-12.86913,782,1389.46545,
783,331.78683,783,23.32243,783,1411.27271,
784,250.16284,784,18.33467,784,1452.22253,
785,253.10484,785,91.53424,785,1430.06726,
786,236.87584,786,164.92554,786,1408.38867,
787,141.07784,787,170.55751,787,1450.45837,
788,41.00284,788,119.74426,788,1506.922,
789,2.43284,789,-178.483,789,1574.29578,
790,-49.35717,790,-239.12315,790,1585.49817,
791,-109.73917,791,-246.37733,791,1590.83813,
792,-142.99417,792,-300.37173,792,1580.20007,
793,-80.44817,793,-166.37521,793,1610.38635,
794,21.69084,794,-163.18163,794,1617.17664,
795,53.82885,795,-134.23297,795,1617.94604,
796,-6.85716,796,-121.4401,796,1617.08447,
797,-42.07616,797,-155.93896,797,1613.10388,
798,-100.81416,798,-149.88557,798,1608.05505,
799,-122.69216,799,-251.9418,799,1595.73328,
800,-97.28916,800,-331.57883,800,1582.56946,
801,-101.37317,801,-321.06,801,1583.43848,
802,-99.36916,802,-330.76102,802,1580.56824,
803,-96.30417,803,-340.24466,803,1579.60767,
804,-95.29117,804,-343.44382,804,1578.96509,
805,-98.33417,805,-344.55237,805,1578.18958,
806,-75.00916,806,-376.33365,806,1574.33923,
807,-20.65516,807,-466.17014,807,1546.87036,
808,40.58784,808,-535.46155,808,1517.86133,
809,43.10684,809,-589.01874,809,1486.62329,
810,90.42184,810,-600.65393,810,1478.87146,
811,173.22684,811,-663.32996,811,1427.94678,
812,270.68384,812,-773.31049,812,1311.40149,
813,396.55084,813,-873.56012,813,1129.24341,
814,438.65283,814,-900.0722,814,1038.95715,
815,457.39383,815,-897.86963,815,1023.50378,
816,475.47784,816,-884.49744,816,1023.47125,
817,476.46085,817,-884.62128,817,1022.47882,
818,480.52283,818,-884.54791,818,1023.34583,
819,485.49182,819,-879.58661,819,1021.67004,
820,489.43582,820,-875.75403,820,1019.16852,
821,490.48685,821,-874.51147,821,1020.96161,
822,491.47983,822,-875.66046,822,1020.08569,
823,492.50485,823,-874.53168,823,1020.91144,
824,494.45685,824,-870.56525,824,1019.42743,
825,494.43085,825,-870.67902,825,1018.46008,
826,496.46484,826,-869.56036,826,1019.26068,
827,498.46686,827,-870.71936,827,1018.35974,
828,498.44687,828,-868.66913,828,1018.12659,
829,498.44687,829,-868.66913,829,1018.12659,
830,498.43686,830,-867.64404,830,1018.00995,
831,501.46384,831,-867.67432,831,1017.93469,
832,499.43582,832,-866.62903,832,1017.86829,
833,500.43884,833,-868.8031,833,1017.10901,
834,500.45483,834,-867.66425,834,1017.95978,
835,501.45383,835,-866.64923,835,1017.81812,
836,501.47385,836,-868.6994,836,1018.05133,
837,502.47284,837,-867.68439,837,1017.90961,
838,501.43784,838,-867.78809,838,1016.96735,
839,499.38382,839,-866.85651,839,1015.93353,
840,501.40784,840,-864.71277,840,1016.61755,
841,501.43784,841,-867.78809,841,1016.96735,
842,501.42783,842,-866.76294,842,1016.85077,
843,501.46384,843,-867.67432,843,1017.93469,
